venta_id,fecha_venta,tienda,categoria,producto,cantidad,precio_unitario,monto_total,metodo_pago
V001403,2025-04-06,Lima Centro,Hogar,Lampara LED,1,350.67,350.67,Plin
V000778,2025-04-22,Cusco,Hogar,Juego de sabanas,2,199.87,399.74,Tarjeta
V001924,2025-04-02,Miraflores,Hogar,Olla antiadherente,3,109.46,328.38,Plin
V001003,2025-04-06,Arequipa,ELECTRONICA,Monitor 24,4,403.40,1613.60,Efectivo
V000505,2025-05-04,Lima Centro,ROPA,Zapatillas urbanas,1,312.67,312.67,Efectivo
V000786,2025-06-24,Trujillo,ropa ,Zapatillas urbanas,4,184.67,738.68,Efectivo
V001126,2025-06-30,Miraflores, alimentos,Miel de abeja,4,38.52,-140.06,Yape
V000226,2025-06-11,Cusco,Ropa,Casaca impermeable,3,405.42,1216.26,Tarjeta
V000809,2025-05-29,Trujillo,ELECTRONICA,Mouse inalambrico,1,425.84,425.84,Efectivo
V001744,2025-05-21,Cusco,hogar,Lampara LED,1,380.84,380.84,Tarjeta
V001819,2025-06-28,Trujillo, Electronica ,Audifonos BT,1,389.18,-96.37,Tarjeta
V000630,2025-05-15,Trujillo, Electronica ,Monitor 24,3,269.14,807.42,Transferencia
V000890,2025-05-31,Cusco, alimentos,Chocolate 70%,1,91.79,91.79,Efectivo
V001747,2025-05-18,Lima Centro, Electronica ,Monitor 24,5,280.39,1401.95,Transferencia
V000810,2025-06-22,Lima Centro, Electronica ,Cargador USB-C,1,351.03,351.03,Efectivo
V001802,2025-04-17,Cusco,ALIMENTOS,Cafe molido 500g,1,36.71,36.71,Efectivo
V000938,2025-05-04,Miraflores, Electronica ,Cargador USB-C,4,457.57,1830.28,Transferencia
V000129,2025-04-01,Lima Centro,Ropa,Casaca impermeable,1,143.41,143.41,Plin
V000718,2025-05-14,Miraflores,,Monitor 24,2,446.40,892.80,Efectivo
V001949,2025-06-19,Trujillo,Hogar,Juego de sabanas,3,171.46,514.38,Plin
V000433,2025-04-22,Arequipa,juguetes,Rompecabezas 1000,1,325.06,325.06,Efectivo
V000337,2025-05-03,Miraflores,ropa ,Jean clasico,1,445.30,445.30,Transferencia
V001676,2025-05-03,Cusco,electronica,Teclado mecanico,1,157.46,157.46,Transferencia
V000602,2025-04-27,Miraflores,ROPA,Polo algodon,1,347.17,347.17,Plin
V000562,2025-06-04,Cusco,juguetes,Rompecabezas 1000,1,324.52,324.52,Yape
V000247,2025-05-21,Cusco,ELECTRONICA,Cargador USB-C,1,138.96,138.96,Tarjeta
V000827,2025-06-28,Trujillo,ropa ,Casaca impermeable,4,300.19,1200.76,Transferencia
V000566,2025-05-27,Miraflores,juguetes,Peluche mediano,1,46.82,46.82,Yape
V001367,2025-04-12,Lima Centro,HOGAR ,Olla antiadherente,2,285.12,570.24,Tarjeta
V001971,2025-04-02,Arequipa,Alimentos,Cafe molido 500g,2,465.61,931.22,Plin
V000671,2025-06-03,Arequipa,ropa ,Polo algodon,2,329.22,658.44,Tarjeta
V001310,2025-06-03,Cusco,ropa ,Casaca impermeable,2,301.15,602.30,Tarjeta
V001271,2025-05-18,Miraflores,hogar,Organizador,2,75.17,150.34,Plin
V000972,2025-05-23,Miraflores, alimentos,Miel de abeja,4,196.18,784.72,Efectivo
V001767,2025-04-09,Lima Centro,ROPA,Casaca impermeable,1,296.49,296.49,Yape
V000034,2025-06-25,Miraflores,,Peluche mediano,1,189.81,189.81,Transferencia
V000734,2025-05-26,Arequipa,ALIMENTOS,Chocolate 70%,1,200.95,200.95,Tarjeta
V001000,2025-04-20,Miraflores,Alimentos,Miel de abeja,1,231.47,231.47,Efectivo
V000863,2025-04-25,Cusco,Juguetes,Rompecabezas 1000,1,468.63,468.63,Yape
V000453,2025-06-05,Cusco,Hogar,Olla antiadherente,1,51.04,51.04,Plin
V001135,2025-04-05,Cusco,Ropa,Jean clasico,1,428.76,428.76,Plin
V000868,2025-04-04,Lima Centro, Electronica ,Monitor 24,1,427.82,427.82,Transferencia
V001432,2025-06-14,Cusco,juguetes,Set de bloques,4,84.84,339.36,Yape
V000428,2025-05-26,Trujillo,Electronica,Cargador USB-C,2,25.64,51.28,Yape
V000149,2025-04-04,Lima Centro,juguetes,Peluche mediano,1,88.81,88.81,Transferencia
V001628,2025-04-24,Trujillo,Ropa,Zapatillas urbanas,4,49.11,-125.16,Plin
V001115,2025-05-22,Arequipa,Alimentos,Cafe molido 500g,3,224.27,672.81,Transferencia
V001980,2025-06-11,Miraflores,ROPA,Zapatillas urbanas,2,379.06,758.12,Efectivo
V001884,2025-05-02,Arequipa,ropa ,Casaca impermeable,1,233.25,-217.98,Efectivo
V001684,2025-06-16,Arequipa,ELECTRONICA,Cargador USB-C,3,97.43,292.29,Tarjeta
V001688,2025-06-25,Miraflores, alimentos,Aceite de oliva,4,123.34,493.36,Transferencia
V000263,2025-04-12,Arequipa,ELECTRONICA,Cargador USB-C,2,441.03,882.06,Plin
V001402,2025-06-09,Arequipa,Ropa,Zapatillas urbanas,5,265.77,1328.85,Efectivo
V000066,2025-06-16,Cusco,Ropa,Zapatillas urbanas,1,265.03,265.03,Tarjeta
V000357,2025-06-15,Arequipa,ELECTRONICA,Cargador USB-C,2,264.52,529.04,Tarjeta
V001916,2025-04-01,Miraflores,Juguetes,Rompecabezas 1000,1,187.18,187.18,Transferencia
V000493,2025-05-08,Cusco,ROPA,Polo algodon,2,351.13,702.26,Transferencia
V000808,2025-04-24,Arequipa,Ropa,Zapatillas urbanas,1,242.09,242.09,Plin
V000642,2025-04-02,Arequipa,juguetes,Rompecabezas 1000,2,205.91,411.82,Yape
V000286,2025-06-27,Trujillo,Ropa,Polo algodon,5,89.60,448.00,Plin
V000004,2025-04-30,Arequipa,electronica,Monitor 24,1,467.31,467.31,Efectivo
V000160,2025-05-04,Cusco,HOGAR ,Organizador,1,181.86,181.86,Efectivo
V000892,2025-04-02,Arequipa,electronica,Mouse inalambrico,3,221.63,664.89,Yape
V001749,2025-05-02,Trujillo,juguetes,Rompecabezas 1000,1,12.93,12.93,Yape
V000851,2025-04-13,Trujillo,Electronica,Audifonos BT,0,50.31,0.00,Transferencia
V001866,2025-05-13,Cusco,hogar,Olla antiadherente,1,67.63,67.63,Transferencia
V001229,2025-04-07,Arequipa,ropa ,Polo algodon,5,40.62,203.10,Transferencia
V000253,2025-05-22,Lima Centro,Hogar,Lampara LED,1,277.76,277.76,Transferencia
V001799,2025-05-16,Miraflores,electronica,Cargador USB-C,3,244.38,733.14,Plin
V001627,2025-04-29,Miraflores,ropa ,Casaca impermeable,1,8.67,8.67,Tarjeta
V000773,2025-04-29,Arequipa,juguetes,Rompecabezas 1000,4,39.13,156.52,Tarjeta
V000852,2025-05-31,Lima Centro,juguetes,Peluche mediano,1,323.16,323.16,Efectivo
V000387,2025-04-16,Cusco,ROPA,Polo algodon,4,233.77,935.08,Tarjeta
V001614,2025-05-05,Miraflores,electronica,Teclado mecanico,1,221.91,221.91,Transferencia
V000239,2025-04-02,Lima Centro,Ropa,Zapatillas urbanas,0,340.15,0.00,Transferencia
V000384,2025-05-04,Miraflores,juguetes,Set de bloques,1,455.04,455.04,Tarjeta
V001342,2025-04-05,Cusco,Ropa,Jean clasico,2,402.00,804.00,Efectivo
V001199,2025-04-08,Miraflores,HOGAR ,Organizador,1,162.16,-92.04,Efectivo
V001178,2025-04-08,Trujillo,ROPA,Zapatillas urbanas,2,342.29,684.58,Transferencia
V000061,2025-04-09,Trujillo,Electronica,Cargador USB-C,2,229.56,459.12,Plin
V000713,2025-06-26,Trujillo,Electronica,Cargador USB-C,3,201.57,604.71,Efectivo
V001324,2025-04-28,Arequipa,Juguetes,Rompecabezas 1000,2,70.52,141.04,Plin
V001675,2025-05-14,Cusco,ROPA,Jean clasico,1,190.34,190.34,Plin
V000059,2025-05-08,Miraflores,ropa ,Casaca impermeable,5,138.51,692.55,Efectivo
V001898,2025-05-21,Trujillo, alimentos,Miel de abeja,1,146.58,146.58,Tarjeta
V000495,2025-05-01,Trujillo,electronica,Cargador USB-C,1,437.58,437.58,Yape
V000592,2025-04-15,Arequipa,Electronica,Teclado mecanico,2,465.80,931.60,Yape
V001603,2025-04-25,Miraflores,juguetes,Set de bloques,2,149.84,299.68,Yape
V001444,2025-05-29,Miraflores,ALIMENTOS,Aceite de oliva,1,193.26,193.26,Plin
V000257,2025-06-12,Lima Centro,ropa ,Zapatillas urbanas,3,224.39,673.17,Plin
V001212,2025-04-27,Lima Centro,Hogar,Juego de sabanas,2,205.05,410.10,Yape
V000264,2025-04-23,Arequipa, Electronica ,Audifonos BT,5,31.90,159.50,Plin
V000053,2025-05-30,Trujillo,hogar,Organizador,1,213.55,213.55,Transferencia
V000590,2025-06-07,Arequipa, alimentos,Aceite de oliva,2,60.83,121.66,Transferencia
V000922,2025-05-03,Trujillo,,Jean clasico,1,63.66,63.66,Yape
V001449,2025-06-17,Cusco,HOGAR ,Lampara LED,2,280.63,561.26,Tarjeta
V000417,2025-05-12,Lima Centro,Hogar,Juego de sabanas,4,97.62,390.48,Yape
V001152,2025-04-25,Arequipa,hogar,Organizador,2,433.54,867.08,Tarjeta
V001993,2025-05-11,Lima Centro,Alimentos,Chocolate 70%,1,129.63,129.63,Transferencia
V001723,2025-05-26,Trujillo,Alimentos,Miel de abeja,3,85.80,257.40,Yape
V000120,2025-05-13,Lima Centro,hogar,Juego de sabanas,3,39.11,117.33,Transferencia
V000413,2025-04-03,Trujillo,juguetes,Rompecabezas 1000,1,238.26,238.26,Plin
V001399,2025-05-29,Miraflores,juguetes,Peluche mediano,1,371.02,371.02,Tarjeta
V001471,2025-06-05,Lima Centro,Alimentos,Cafe molido 500g,1,402.96,402.96,Efectivo
V001344,2025-05-27,Arequipa,Juguetes,Peluche mediano,3,426.38,1279.14,Plin
V001673,2025-05-23,Arequipa,Electronica,Monitor 24,1,459.99,459.99,Efectivo
V001731,2025-05-16,Miraflores,electronica,Mouse inalambrico,2,290.86,581.72,Yape
V000588,2025-04-23,Lima Centro,,Miel de abeja,4,313.35,1253.40,Yape
V000148,2025-06-04,Miraflores,Hogar,Lampara LED,1,126.29,126.29,Transferencia
V001652,2025-05-04,Arequipa,HOGAR ,Lampara LED,3,296.73,890.19,Yape
V001373,2025-06-13,Arequipa,Alimentos,Chocolate 70%,3,71.21,213.63,Transferencia
V000829,2025-04-26,Lima Centro,Juguetes,Set de bloques,1,121.06,121.06,Yape
V000193,2025-06-14,Trujillo,,Jean clasico,3,203.38,610.14,Transferencia
V001830,2025-04-28,Lima Centro,electronica,Teclado mecanico,2,179.80,359.60,Tarjeta
V000158,2025-06-05,Miraflores,juguetes,Set de bloques,1,29.38,29.38,Tarjeta
V001739,2025-04-30,Arequipa,juguetes,Peluche mediano,1,333.44,333.44,
V000331,2025-06-28,Miraflores,ropa ,Casaca impermeable,1,190.86,190.86,Plin
V001876,2025-06-11,Trujillo,Alimentos,Cafe molido 500g,4,240.56,962.24,Tarjeta
V001848,2025-05-30,Arequipa,Alimentos,Aceite de oliva,1,36.15,36.15,Efectivo
V000007,2025-06-03,Trujillo,ropa ,Polo algodon,3,197.35,592.05,Yape
V001499,2025-04-15,Cusco,Alimentos,Aceite de oliva,5,292.12,-251.58,Tarjeta
V001458,2025-06-17,Lima Centro,ROPA,Casaca impermeable,1,417.10,417.10,Tarjeta
V000870,2025-04-28,Cusco,Hogar,Juego de sabanas,3,108.90,326.70,Plin
V000236,2025-04-07,Lima Centro, alimentos,Chocolate 70%,3,398.98,1196.94,Yape
V001792,2025-06-10,Trujillo,juguetes,Peluche mediano,5,357.29,1786.45,Efectivo
V000730,2025-04-22,Trujillo,hogar,Lampara LED,5,464.77,2323.85,Yape
V001500,2025-04-01,Arequipa,Ropa,Jean clasico,1,479.33,479.33,Plin
V001606,2025-05-01,Arequipa,Electronica,Cargador USB-C,1,259.95,259.95,Plin
V000169,2025-04-05,Trujillo,ELECTRONICA,Cargador USB-C,2,260.59,521.18,Tarjeta
V000581,2025-05-04,Lima Centro,Ropa,Jean clasico,3,465.57,1396.71,Transferencia
V001666,2025-06-11,Cusco,electronica,Mouse inalambrico,2,405.17,810.34,Tarjeta
V000731,2025-05-09,Cusco,Alimentos,Miel de abeja,4,366.87,1467.48,Plin
V001173,2025-05-14,Miraflores,ALIMENTOS,Miel de abeja,1,336.18,336.18,Plin
V001489,2025-04-30,Cusco,Electronica,Audifonos BT,4,430.05,1720.20,Yape
V000708,2025-06-15,Miraflores, Electronica ,Monitor 24,2,69.33,138.66,Transferencia
V000251,2025-04-02,Miraflores,ropa ,Jean clasico,1,128.41,128.41,
V000362,2025-04-10,Cusco, alimentos,Chocolate 70%,3,237.80,713.40,Plin
V001923,2025-05-08,Miraflores,juguetes,Set de bloques,1,310.99,310.99,Efectivo
V000122,2025-04-18,Miraflores,Ropa,Polo algodon,0,248.01,0.00,Plin
V001892,2025-04-22,Arequipa,Juguetes,Peluche mediano,5,17.33,86.65,Tarjeta
V000788,2025-06-10,Trujillo, alimentos,Chocolate 70%,1,83.67,83.67,Efectivo
V001417,2025-06-04,Trujillo,Juguetes,Rompecabezas 1000,5,241.59,1207.95,Transferencia
V001361,2025-06-07,Trujillo,juguetes,Peluche mediano,2,200.41,400.82,Tarjeta
V000425,2025-06-28,Arequipa,Juguetes,Rompecabezas 1000,1,476.89,476.89,Yape
V000956,2025-06-05,Lima Centro,Alimentos,Miel de abeja,4,144.55,578.20,Transferencia
V000050,2025-05-10,Cusco,Hogar,Lampara LED,1,293.98,293.98,Efectivo
V000797,2025-06-17,Lima Centro,Hogar,Lampara LED,3,120.46,361.38,Tarjeta
V000887,2025-04-29,Arequipa,HOGAR ,Olla antiadherente,1,259.17,259.17,Plin
V001620,2025-05-22,Arequipa,juguetes,Set de bloques,3,421.15,1263.45,Tarjeta
V000507,2025-04-09,Cusco,hogar,Olla antiadherente,3,434.98,1304.94,Plin
V001463,2025-04-09,Lima Centro,hogar,Organizador,1,16.08,16.08,Yape
V000521,2025-04-06,Lima Centro,hogar,Juego de sabanas,2,61.18,122.36,Tarjeta
V001284,2025-04-04,Arequipa,juguetes,Set de bloques,1,373.78,373.78,Tarjeta
V000711,2025-04-21,Arequipa,ropa ,Casaca impermeable,4,224.09,896.36,Efectivo
V001602,2025-04-08,Arequipa, alimentos,Cafe molido 500g,4,118.39,473.56,Plin
V001914,2025-06-28,Lima Centro,ropa ,Jean clasico,2,272.99,545.98,Efectivo
V000764,2025-06-08,Miraflores,hogar,Juego de sabanas,1,189.23,189.23,Efectivo
V000770,2025-06-23,Miraflores,juguetes,Peluche mediano,2,287.32,574.64,Yape
V000186,2025-04-23,Trujillo,ROPA,Jean clasico,1,473.25,473.25,Transferencia
V000615,2025-05-19,Lima Centro,Juguetes,Rompecabezas 1000,2,415.47,830.94,Transferencia
V001989,2025-04-17,Trujillo,Juguetes,Peluche mediano,2,71.85,143.70,Yape
V001364,2025-06-07,Cusco,hogar,Olla antiadherente,1,323.61,323.61,Transferencia
V001450,2025-06-07,Trujillo,ALIMENTOS,Cafe molido 500g,1,277.53,277.53,Transferencia
V000336,2025-06-11,Trujillo,ropa ,Polo algodon,3,392.22,1176.66,Tarjeta
V001720,2025-06-12,Lima Centro,hogar,Organizador,2,53.83,107.66,Yape
V000624,2025-06-17,Trujillo, Electronica ,Monitor 24,1,10.76,10.76,Plin
V001395,2025-05-12,Lima Centro,electronica,Audifonos BT,4,257.13,1028.52,Efectivo
V000755,2025-06-28,Lima Centro,Ropa,Jean clasico,1,360.61,360.61,Yape
V001377,2025-04-27,Arequipa,ELECTRONICA,Audifonos BT,1,209.32,209.32,Efectivo
V000679,2025-04-08,Trujillo,Alimentos,Cafe molido 500g,5,281.26,1406.30,Efectivo
V000182,2025-05-19,Miraflores,juguetes,Rompecabezas 1000,2,402.04,804.08,Transferencia
V001157,2025-04-21,Arequipa, alimentos,Aceite de oliva,5,261.21,1306.05,Plin
V000280,2025-04-07,Trujillo,electronica,Audifonos BT,3,105.02,315.06,Yape
V000078,2025-06-15,Arequipa,Hogar,Organizador,4,190.23,760.92,Efectivo
V001394,2025-05-13,Lima Centro,Electronica,Audifonos BT,1,401.51,401.51,Tarjeta
V001146,2025-06-02,Arequipa,ROPA,Jean clasico,4,333.81,1335.24,Tarjeta
V001439,2025-04-09,Cusco,HOGAR ,Organizador,1,360.54,360.54,Yape
V001942,2025-04-13,Lima Centro,hogar,Juego de sabanas,1,158.09,158.09,Yape
V000214,2025-04-10,Trujillo,hogar,Juego de sabanas,4,325.65,1302.60,Plin
V000479,2025-06-23,Lima Centro, alimentos,Miel de abeja,1,141.23,141.23,Efectivo
V000900,2025-06-12,Trujillo,hogar,Olla antiadherente,4,207.45,829.80,Transferencia
V001357,2025-06-21,Cusco, Electronica ,Monitor 24,2,121.46,242.92,Efectivo
V001832,2025-05-17,Cusco,juguetes,Rompecabezas 1000,1,157.34,157.34,Plin
V001371,2025-04-02,Miraflores,ropa ,Polo algodon,1,284.63,284.63,Transferencia
V001232,2025-06-17,Cusco,Juguetes,Set de bloques,2,344.93,689.86,Tarjeta
V000329,2025-05-28,Trujillo,ropa ,Zapatillas urbanas,2,346.32,692.64,Transferencia
V000928,2025-04-15,Trujillo,Juguetes,Set de bloques,1,268.78,268.78,Plin
V000750,2025-06-02,Lima Centro,HOGAR ,Olla antiadherente,2,322.32,644.64,Transferencia
V001857,2025-06-12,Trujillo,juguetes,Rompecabezas 1000,1,430.35,430.35,Yape
V001193,2025-04-29,Lima Centro,HOGAR ,Juego de sabanas,5,191.88,959.40,Efectivo
V000728,2025-04-17,Lima Centro,Hogar,Olla antiadherente,5,305.26,1526.30,Tarjeta
V001957,2025-05-22,Miraflores,ropa ,Casaca impermeable,4,186.69,746.76,Efectivo
V000427,2025-06-28,Cusco,electronica,Cargador USB-C,4,276.60,1106.40,Tarjeta
V001356,2025-04-06,Trujillo,ropa ,Jean clasico,3,320.14,960.42,Efectivo
V001037,2025-05-07,Cusco, alimentos,Miel de abeja,1,81.59,81.59,Efectivo
V001022,2025-04-17,Cusco, Electronica ,Monitor 24,1,171.45,171.45,Efectivo
V000448,2025-05-25,Trujillo,ROPA,Polo algodon,1,445.59,445.59,Plin
V000983,2025-04-27,Cusco, alimentos,Chocolate 70%,3,401.80,1205.40,Efectivo
V000654,2025-06-17,Miraflores,electronica,Audifonos BT,4,235.12,940.48,Plin
V001256,2025-05-19,Lima Centro,ALIMENTOS,Aceite de oliva,2,55.37,110.74,Plin
V000276,2025-04-07,Trujillo,electronica,Mouse inalambrico,5,13.38,66.90,Efectivo
V001494,2025-05-16,Lima Centro, alimentos,Aceite de oliva,1,238.10,238.10,Yape
V000885,2025-06-16,Arequipa, Electronica ,Monitor 24,2,182.54,365.08,Tarjeta
V001622,2025-06-27,Miraflores,,Audifonos BT,3,161.63,484.89,Tarjeta
V000045,2025-04-29,Trujillo,ALIMENTOS,Cafe molido 500g,3,148.95,446.85,Transferencia
V001943,2025-06-13,Miraflores,electronica,Monitor 24,5,242.05,1210.25,Plin
V000876,2025-05-18,Cusco, Electronica ,Teclado mecanico,1,397.62,397.62,Efectivo
V000867,2025-05-16,Arequipa,Alimentos,Miel de abeja,4,289.47,1157.88,Plin
V000475,2025-06-26,Lima Centro,ropa ,Jean clasico,2,88.84,177.68,Tarjeta
V000051,2025-06-16,Lima Centro,Alimentos,Miel de abeja,2,43.87,87.74,Yape
V000601,2025-04-12,Arequipa,ROPA,Polo algodon,5,101.58,507.90,Transferencia
V001177,2025-06-20,Cusco,Ropa,Polo algodon,1,51.28,-239.56,Efectivo
V000969,2025-06-24,Trujillo,juguetes,Set de bloques,5,147.44,737.20,Plin
V000844,2025-06-01,Trujillo,hogar,Olla antiadherente,1,51.63,51.63,Yape
V001743,2025-06-07,Arequipa,Ropa,Jean clasico,2,309.75,619.50,Yape
V000598,2025-06-23,Miraflores,Alimentos,Aceite de oliva,1,197.11,197.11,Tarjeta
V001936,2025-06-06,Cusco,Electronica,Mouse inalambrico,2,410.57,821.14,
V000874,2025-05-15,Trujillo,juguetes,Peluche mediano,0,167.25,0.00,Yape
V001998,2025-05-08,Lima Centro, Electronica ,Cargador USB-C,1,437.04,437.04,Transferencia
V000547,2025-05-25,Arequipa,Juguetes,Set de bloques,2,239.50,479.00,Yape
V001440,2025-06-19,Lima Centro,Ropa,Casaca impermeable,1,355.89,355.89,Efectivo
V001768,2025-06-01,Cusco,ELECTRONICA,Monitor 24,2,55.06,110.12,Efectivo
V001433,2025-06-25,Arequipa, alimentos,Miel de abeja,5,139.94,699.70,Yape
V000476,2025-04-26,Cusco, Electronica ,Monitor 24,1,48.65,48.65,Yape
V000292,2025-06-05,Miraflores,ALIMENTOS,Cafe molido 500g,2,216.49,432.98,Yape
V000110,2025-06-25,Arequipa,HOGAR ,Juego de sabanas,1,242.77,242.77,Transferencia
V001102,2025-06-06,Trujillo,Ropa,Casaca impermeable,1,263.27,263.27,Plin
V001649,2025-05-20,Arequipa,ELECTRONICA,Mouse inalambrico,3,23.59,70.77,Efectivo
V001476,2025-06-03,Lima Centro,electronica,Cargador USB-C,4,93.77,375.08,Plin
V001680,2025-05-20,Arequipa,Hogar,Olla antiadherente,3,355.02,1065.06,Tarjeta
V000897,2025-04-06,Miraflores,ALIMENTOS,Aceite de oliva,2,302.43,604.86,
V001855,2025-06-18,Cusco,juguetes,Rompecabezas 1000,2,460.13,920.26,Tarjeta
V001194,2025-04-26,Miraflores,hogar,Lampara LED,5,273.21,1366.05,Transferencia
V000077,2025-05-23,Lima Centro,Juguetes,Peluche mediano,4,222.92,891.68,Tarjeta
V000153,2025-04-25,Miraflores,ELECTRONICA,Audifonos BT,2,454.22,908.44,Transferencia
V001233,2025-04-05,Arequipa,electronica,Monitor 24,5,181.07,-162.30,Efectivo
V001094,2025-05-05,Miraflores, Electronica ,Teclado mecanico,2,126.32,252.64,Transferencia
V000806,2025-05-03,Cusco,HOGAR ,Olla antiadherente,2,91.42,182.84,Plin
V001829,2025-04-01,Trujillo,ROPA,Jean clasico,1,50.22,50.22,Tarjeta
V000665,2025-06-20,Miraflores,juguetes,Set de bloques,1,8.26,8.26,Plin
V000234,2025-06-02,Arequipa, alimentos,Miel de abeja,1,307.07,307.07,Yape
V000910,2025-06-29,Lima Centro,ropa ,Casaca impermeable,5,234.78,1173.90,Yape
V001098,2025-05-17,Trujillo,hogar,Lampara LED,5,372.39,1861.95,Yape
V000821,2025-06-10,Trujillo,Hogar,Organizador,1,442.67,442.67,Tarjeta
V000407,2025-04-19,Lima Centro,ROPA,Jean clasico,4,155.06,620.24,Efectivo
V000101,2025-05-11,Arequipa,ROPA,Zapatillas urbanas,5,427.18,2135.90,Efectivo
V000858,2025-04-17,Trujillo,Alimentos,Cafe molido 500g,1,21.13,21.13,Efectivo
V001328,2025-05-07,Miraflores,ALIMENTOS,Miel de abeja,1,36.98,36.98,Tarjeta
V000465,2025-05-14,Trujillo,HOGAR ,Juego de sabanas,1,331.71,331.71,Tarjeta
V001690,2025-06-22,Lima Centro,ELECTRONICA,Teclado mecanico,1,28.58,28.58,Tarjeta
V000210,2025-05-21,Arequipa,ELECTRONICA,Mouse inalambrico,2,453.67,907.34,Tarjeta
V001437,2025-05-07,Arequipa,ropa ,Polo algodon,3,168.45,505.35,Tarjeta
V001335,2025-04-06,Miraflores,Hogar,Organizador,2,211.35,422.70,Tarjeta
V000106,2025-05-29,Arequipa,Ropa,Casaca impermeable,4,40.84,163.36,Tarjeta
V000990,2025-05-25,Cusco,juguetes,Set de bloques,1,39.52,39.52,Tarjeta
V000632,2025-04-21,Cusco, alimentos,Aceite de oliva,2,349.25,698.50,Yape
V001952,2025-06-09,Cusco,Electronica,Teclado mecanico,4,193.81,775.24,Yape
V001466,2025-04-08,Miraflores,ELECTRONICA,Teclado mecanico,5,447.05,2235.25,Transferencia
V000157,2025-04-26,Cusco,juguetes,Peluche mediano,1,68.73,68.73,Yape
V000215,2025-06-08,Cusco,juguetes,Set de bloques,4,260.22,1040.88,Yape
V000429,2025-06-04,Miraflores,Electronica,Teclado mecanico,1,307.19,307.19,Transferencia
V001101,2025-04-21,Lima Centro,juguetes,Peluche mediano,1,273.68,273.68,Transferencia
V001043,2025-06-16,Trujillo,juguetes,Rompecabezas 1000,4,454.27,1817.08,Yape
V000753,2025-04-17,Cusco,ALIMENTOS,Cafe molido 500g,2,37.21,74.42,Yape
V000638,2025-05-31,Arequipa, Electronica ,Teclado mecanico,3,165.93,497.79,Efectivo
V000092,2025-06-29,Cusco,ELECTRONICA,Audifonos BT,2,478.08,956.16,Yape
V001599,2025-04-06,Miraflores,Juguetes,Rompecabezas 1000,4,330.20,1320.80,Plin
V001740,2025-06-05,Cusco,ROPA,Polo algodon,1,263.02,263.02,Yape
V001456,2025-04-26,Lima Centro,HOGAR ,Juego de sabanas,1,150.92,150.92,Efectivo
V000561,2025-06-17,Miraflores,juguetes,Peluche mediano,1,229.41,229.41,Efectivo
V001733,2025-04-11,Lima Centro,Juguetes,Rompecabezas 1000,1,165.35,165.35,Transferencia
V000456,2025-06-24,Trujillo,HOGAR ,Juego de sabanas,5,242.88,1214.40,Tarjeta
V001384,2025-06-26,Trujillo,juguetes,Peluche mediano,4,369.85,1479.40,Transferencia
V001236,2025-04-08,Cusco,Juguetes,Set de bloques,1,272.16,272.16,
V001266,2025-04-20,Miraflores,Electronica,Mouse inalambrico,1,369.72,-156.31,Tarjeta
V000980,2025-06-13,Lima Centro,juguetes,Rompecabezas 1000,4,16.12,64.48,Efectivo
V001634,2025-05-02,Trujillo,ELECTRONICA,Monitor 24,1,395.54,395.54,Efectivo
V000192,2025-05-31,Arequipa,juguetes,Set de bloques,2,187.67,375.34,Plin
V001608,2025-06-30,Arequipa,Electronica,Mouse inalambrico,2,114.16,228.32,Tarjeta
V000261,2025-06-11,Cusco,ELECTRONICA,Teclado mecanico,3,195.03,585.09,Plin
V000733,2025-05-18,Trujillo,ROPA,Casaca impermeable,2,9.97,19.94,Plin
V000068,2025-06-26,Arequipa, alimentos,Chocolate 70%,2,20.21,40.42,Efectivo
V001385,2025-04-03,Cusco,ELECTRONICA,Cargador USB-C,2,76.53,153.06,Transferencia
V001801,2025-04-03,Arequipa,ropa ,Jean clasico,1,267.11,267.11,Yape
V001958,2025-05-11,Miraflores,ROPA,Polo algodon,1,288.37,288.37,Tarjeta
V001581,2025-05-03,Miraflores, Electronica ,Audifonos BT,5,108.31,541.55,Efectivo
V000088,2025-05-03,Trujillo,hogar,Lampara LED,4,90.90,363.60,Yape
V001573,2025-06-10,Lima Centro,hogar,Juego de sabanas,5,141.35,706.75,Tarjeta
V001699,2025-04-13,Lima Centro,electronica,Audifonos BT,1,172.18,172.18,Plin
V000675,2025-04-29,Lima Centro,hogar,Organizador,4,137.34,549.36,Efectivo
V001647,2025-05-26,Trujillo,ALIMENTOS,Cafe molido 500g,1,8.56,8.56,Transferencia
V000206,2025-05-10,Trujillo, Electronica ,Audifonos BT,2,80.79,161.58,Efectivo
V000447,2025-06-25,Miraflores,Alimentos,Miel de abeja,5,72.91,-231.72,Plin
V001840,2025-05-13,Arequipa,Hogar,Juego de sabanas,2,245.54,491.08,Tarjeta
V000350,2025-06-22,Cusco,Electronica,Cargador USB-C,0,66.17,0.00,Yape
V000208,2025-05-02,Cusco,Electronica,Cargador USB-C,0,415.67,0.00,Transferencia
V000484,2025-05-26,Arequipa,HOGAR ,Organizador,5,100.35,501.75,Yape
V000906,2025-06-03,Miraflores,Hogar,Juego de sabanas,1,357.50,357.50,Transferencia
V001891,2025-05-14,Lima Centro,ROPA,Jean clasico,2,92.99,185.98,Plin
V000028,2025-04-15,Lima Centro, Electronica ,Audifonos BT,3,371.97,1115.91,Plin
